Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,PrivacyAdvantage
try3,ID1408,X13,0,PrivBayesEps1.0,1,0.613002,0.386998,0.105395,0.096937,0.008458,0.37854
try3,ID1408,X13,1,BayesianNet,1,0.601462,0.398538,0.159553,0.151279,0.008274,0.390264
try3,ID1408,X13,1,IndependentHistogram,1,0.601462,0.398538,0.197532,0.194138,0.003394,0.395144
try3,ID1408,X13,1,PrivBayesEps1.0,1,0.601462,0.398538,0.101957,0.104473,-0.00252,0.401058
try3,ID1408,X13,2,BayesianNet,1,0.540661,0.459339,0.166266,0.170942,-0.00468,0.464019
try3,ID1408,X13,2,IndependentHistogram,1,0.540661,0.459339,0.192428,0.199257,-0.00683,0.466169
try3,ID1408,X13,2,PrivBayesEps1.0,1,0.540661,0.459339,0.102343,0.099264,0.003079,0.45626
try3,ID1408,X13,3,BayesianNet,1,0.601088,0.398912,0.222156,0.23107,-0.00891,0.407822
try3,ID1408,X13,3,IndependentHistogram,1,0.601088,0.398912,0.194294,0.196805,-0.00251,0.401422
try3,ID1408,X13,3,PrivBayesEps1.0,1,0.601088,0.398912,0.105173,0.10674,-0.00157,0.400482
try3,ID1408,X13,4,BayesianNet,1,0.656128,0.343872,0.19074,0.189595,0.001146,0.342726
try3,ID1408,X13,4,IndependentHistogram,1,0.656128,0.343872,0.172295,0.179941,-0.00765,0.351522
try3,ID1408,X13,4,PrivBayesEps1.0,1,0.656128,0.343872,0.087426,0.104789,-0.01736,0.361232
try3,ID1408,X13,5,BayesianNet,1,0.519861,0.480139,0.049173,0.052081,-0.00291,0.483049
try3,ID1408,X13,5,IndependentHistogram,1,0.519861,0.480139,0.196426,0.183573,0.012853,0.467286
try3,ID1408,X13,5,PrivBayesEps1.0,1,0.519861,0.480139,0.097813,0.098136,-0.00032,0.480459
try3,ID1408,X13,6,BayesianNet,1,0.633418,0.366582,0.344584,0.320063,0.024521,0.342061
try3,ID1408,X13,6,IndependentHistogram,1,0.633418,0.366582,0.192174,0.174422,0.017752,0.34883
try3,ID1408,X13,6,PrivBayesEps1.0,1,0.633418,0.366582,0.107414,0.102772,0.004641,0.361941
try3,ID1408,X13,7,BayesianNet,1,0.545102,0.454898,0.323421,0.293653,0.029768,0.42513
try3,ID1408,X13,7,IndependentHistogram,1,0.545102,0.454898,0.186273,0.198054,-0.01178,0.466678
try3,ID1408,X13,7,PrivBayesEps1.0,1,0.545102,0.454898,0.107687,0.101438,0.006249,0.448649
try3,ID1408,X13,8,BayesianNet,1,0.671451,0.328549,0.330273,0.312756,0.017517,0.311032
try3,ID1408,X13,8,IndependentHistogram,1,0.671451,0.328549,0.196709,0.188046,0.008663,0.319886
try3,ID1408,X13,8,PrivBayesEps1.0,1,0.671451,0.328549,0.091441,0.111493,-0.02005,0.348599
try3,ID1408,X13,9,BayesianNet,1,0.610501,0.389499,0.41303,0.414816,-0.00179,0.391289
try3,ID1408,X13,9,IndependentHistogram,1,0.610501,0.389499,0.199138,0.184171,0.014967,0.374532
try3,ID1408,X13,9,PrivBayesEps1.0,1,0.610501,0.389499,0.1041,0.103154,0.000946,0.388553
try3,ID143,X11,0,BayesianNet,1,0.284927,0.715073,0.249837,0.254488,-0.00465,0.719723
try3,ID143,X11,0,IndependentHistogram,1,0.284927,0.715073,0.230668,0.236451,-0.00578,0.720853
try3,ID143,X11,0,PrivBayesEps1.0,1,0.284927,0.715073,0.108608,0.111605,-0.003,0.718073
try3,ID143,X11,1,BayesianNet,1,0.558267,0.441733,0.360086,0.366368,-0.00628,0.448013
try3,ID143,X11,1,IndependentHistogram,1,0.558267,0.441733,0.240961,0.246355,-0.00539,0.447123
try3,ID143,X11,1,PrivBayesEps1.0,1,0.558267,0.441733,0.104598,0.107893,-0.0033,0.445033
try3,ID143,X11,2,BayesianNet,1,0.480879,0.519121,0.366069,0.369684,-0.00361,0.522731
try3,ID143,X11,2,IndependentHistogram,1,0.480879,0.519121,0.235877,0.234518,0.001359,0.517762
try3,ID143,X11,2,PrivBayesEps1.0,1,0.480879,0.519121,0.113284,0.109233,0.004051,0.51507
try3,ID143,X11,3,BayesianNet,1,0.334705,0.665295,0.280174,0.273151,0.007023,0.658272
try3,ID143,X11,3,IndependentHistogram,1,0.334705,0.665295,0.229494,0.227763,0.001731,0.663564
try3,ID143,X11,3,PrivBayesEps1.0,1,0.334705,0.665295,0.106501,0.11917,-0.01267,0.677965
try3,ID143,X11,4,BayesianNet,1,0.346562,0.653438,0.288697,0.286367,0.002331,0.651107
try3,ID143,X11,4,IndependentHistogram,1,0.346562,0.653438,0.223466,0.221536,0.00193,0.651508
try3,ID143,X11,4,PrivBayesEps1.0,1,0.346562,0.653438,0.108287,0.109632,-0.00134,0.654778
try3,ID143,X11,5,BayesianNet,1,0.531016,0.468984,0.337682,0.335082,0.002599,0.466385
try3,ID143,X11,5,IndependentHistogram,1,0.531016,0.468984,0.226699,0.227687,-0.00099,0.469974
try3,ID143,X11,5,PrivBayesEps1.0,1,0.531016,0.468984,0.11248,0.099704,0.012776,0.456208
try3,ID143,X11,6,BayesianNet,1,0.493025,0.506975,0.462239,0.4521,0.010139,0.496836
try3,ID143,X11,6,IndependentHistogram,1,0.493025,0.506975,0.221016,0.219567,0.00145,0.505525
try3,ID143,X11,6,PrivBayesEps1.0,1,0.493025,0.506975,0.108709,0.109833,-0.00112,0.508095
try3,ID143,X11,7,BayesianNet,1,0.469683,0.530317,0.565248,0.565534,-0.00029,0.530607
try3,ID143,X11,7,IndependentHistogram,1,0.469683,0.530317,0.222439,0.218689,0.00375,0.526567
try3,ID143,X11,7,PrivBayesEps1.0,1,0.469683,0.530317,0.11486,0.110966,0.003894,0.526423
try3,ID143,X11,8,BayesianNet,1,0.392436,0.607564,0.448045,0.454988,-0.00694,0.614504
try3,ID143,X11,8,IndependentHistogram,1,0.392436,0.607564,0.226345,0.228722,-0.00238,0.609944
try3,ID143,X11,8,PrivBayesEps1.0,1,0.392436,0.607564,0.108201,0.110236,-0.00203,0.609594
try3,ID143,X11,9,BayesianNet,1,0.398794,0.601206,0.292864,0.287146,0.005718,0.595488
try3,ID143,X11,9,IndependentHistogram,1,0.398794,0.601206,0.238926,0.236987,0.001939,0.599267
try3,ID143,X11,9,PrivBayesEps1.0,1,0.398794,0.601206,0.104313,0.106391,-0.00208,0.603286
try3,ID143,X13,0,BayesianNet,1,0.511362,0.488638,0.360739,0.351705,0.009033,0.479605
try3,ID143,X13,0,IndependentHistogram,1,0.511362,0.488638,0.156213,0.160193,-0.00398,0.492618
try3,ID143,X13,0,PrivBayesEps1.0,1,0.511362,0.488638,0.097126,0.09932,-0.00219,0.490828
try3,ID143,X13,1,BayesianNet,1,0.47808,0.52192,0.376612,0.383033,-0.00642,0.52834
try3,ID143,X13,1,IndependentHistogram,1,0.47808,0.52192,0.169803,0.170186,-0.00038,0.5223
try3,ID143,X13,1,PrivBayesEps1.0,1,0.47808,0.52192,0.103699,0.100522,0.003177,0.518743
try3,ID143,X13,2,BayesianNet,1,0.448653,0.551347,0.386466,0.381899,0.004567,0.54678
try3,ID143,X13,2,IndependentHistogram,1,0.448653,0.551347,0.174747,0.173698,0.001049,0.550298
try3,ID143,X13,2,PrivBayesEps1.0,1,0.448653,0.551347,0.088481,0.092967,-0.00449,0.555837
try3,ID143,X13,3,BayesianNet,1,0.433627,0.566373,0.394459,0.394999,-0.00054,0.566913
try3,ID143,X13,3,IndependentHistogram,1,0.433627,0.566373,0.17893,0.169891,0.00904,0.557333
try3,ID143,X13,3,PrivBayesEps1.0,1,0.433627,0.566373,0.090719,0.104321,-0.0136,0.579973
try3,ID143,X13,4,BayesianNet,1,0.402542,0.597458,0.36914,0.37905,-0.00991,0.607368
try3,ID143,X13,4,IndependentHistogram,1,0.402542,0.597458,0.169264,0.158961,0.010303,0.587155
try3,ID143,X13,4,PrivBayesEps1.0,1,0.402542,0.597458,0.097409,0.101227,-0.00382,0.601278
try3,ID143,X13,5,BayesianNet,1,0.455329,0.544671,0.490466,0.493498,-0.00303,0.547701
try3,ID143,X13,5,IndependentHistogram,1,0.455329,0.544671,0.168151,0.166904,0.001247,0.543424
try3,ID143,X13,5,PrivBayesEps1.0,1,0.455329,0.544671,0.101735,0.097022,0.004713,0.539958
try3,ID143,X13,6,BayesianNet,1,0.513256,0.486744,0.410073,0.409886,0.000188,0.486556
try3,ID143,X13,6,IndependentHistogram,1,0.513256,0.486744,0.171298,0.165363,0.005935,0.480809
try3,ID143,X13,6,PrivBayesEps1.0,1,0.513256,0.486744,0.09528,0.097949,-0.00267,0.489414
try3,ID143,X13,7,BayesianNet,1,0.517598,0.482402,0.428699,0.433119,-0.00442,0.486822
try3,ID143,X13,7,IndependentHistogram,1,0.517598,0.482402,0.173002,0.174043,-0.00104,0.483442
try3,ID143,X13,7,PrivBayesEps1.0,1,0.517598,0.482402,0.098467,0.096604,0.001863,0.480539
try3,ID143,X13,8,BayesianNet,1,0.35602,0.64398,0.406885,0.401145,0.00574,0.63824
try3,ID143,X13,8,IndependentHistogram,1,0.35602,0.64398,0.169406,0.169447,-4.10E-05,6.44E-01
try3,ID143,X13,8,PrivBayesEps1.0,1,0.35602,0.64398,0.092048,0.109846,-0.0178,0.66178
try3,ID143,X13,9,BayesianNet,1,0.456512,0.543488,0.406054,0.405769,0.000285,0.543203
try3,ID143,X13,9,IndependentHistogram,1,0.456512,0.543488,0.170002,0.16119,0.008813,0.534675
try3,ID143,X13,9,PrivBayesEps1.0,1,0.456512,0.543488,0.099444,0.099628,-0.00018,0.543668
try3,ID2624,X11,0,BayesianNet,1,0.703373,0.296627,0.364713,0.374349,-0.00964,0.306267
try3,ID2624,X11,0,IndependentHistogram,1,0.703373,0.296627,0.132952,0.12702,0.005931,0.290696
try3,ID2624,X11,0,PrivBayesEps1.0,1,0.703373,0.296627,0.094677,0.102302,-0.00762,0.304247
try3,ID2624,X11,1,BayesianNet,1,0.545235,0.454765,0.068102,0.060006,0.008096,0.446669
try3,ID2624,X11,1,IndependentHistogram,1,0.545235,0.454765,0.103488,0.107248,-0.00376,0.458525
try3,ID2624,X11,1,PrivBayesEps1.0,1,0.545235,0.454765,0.095718,0.091026,0.004692,0.450073
try3,ID2624,X11,2,BayesianNet,1,0.496217,0.503783,0.069397,0.067364,0.002033,0.50175
try3,ID2624,X11,2,IndependentHistogram,1,0.496217,0.503783,0.120817,0.116759,0.004058,0.499725
try3,ID2624,X11,2,PrivBayesEps1.0,1,0.496217,0.503783,0.099588,0.102446,-0.00286,0.506643
try3,ID2624,X11,3,BayesianNet,1,0.593262,0.406738,0.359648,0.357505,0.002144,0.404594
try3,ID2624,X11,3,IndependentHistogram,1,0.593262,0.406738,0.121781,0.119839,0.001941,0.404797
try3,ID2624,X11,3,PrivBayesEps1.0,1,0.593262,0.406738,0.09914,0.092293,0.006847,0.399891
try3,ID2624,X11,4,BayesianNet,1,0.685533,0.314467,0.341639,0.340509,0.001131,0.313336
try3,ID2624,X11,4,IndependentHistogram,1,0.685533,0.314467,0.118715,0.110436,0.008279,0.306188
try3,ID2624,X11,4,PrivBayesEps1.0,1,0.685533,0.314467,0.104292,0.1044,-0.00011,0.314577
try3,ID2624,X11,5,BayesianNet,1,0.605674,0.394326,0.070596,0.077581,-0.00698,0.401306
try3,ID2624,X11,5,IndependentHistogram,1,0.605674,0.394326,0.117592,0.107415,0.010177,0.384149
try3,ID2624,X11,5,PrivBayesEps1.0,1,0.605674,0.394326,0.103739,0.093193,0.010546,0.38378
try3,ID2624,X11,6,BayesianNet,1,0.685264,0.314736,0.422635,0.418158,0.004477,0.310259
try3,ID2624,X11,6,IndependentHistogram,1,0.685264,0.314736,0.123309,0.109441,0.013869,0.300867
try3,ID2624,X11,6,PrivBayesEps1.0,1,0.685264,0.314736,0.096427,0.09597,0.000457,0.314279
try3,ID2624,X11,7,BayesianNet,1,0.716624,0.283376,0.581561,0.561653,0.019908,0.263468
try3,ID2624,X11,7,IndependentHistogram,1,0.716624,0.283376,0.113539,0.12694,-0.0134,0.296776
try3,ID2624,X11,7,PrivBayesEps1.0,1,0.716624,0.283376,0.100855,0.105905,-0.00505,0.288426
try3,ID2624,X11,8,BayesianNet,1,0.598849,0.401151,0.387343,0.390602,-0.00326,0.404411
try3,ID2624,X11,8,IndependentHistogram,1,0.598849,0.401151,0.117085,0.119831,-0.00275,0.403901
try3,ID2624,X11,8,PrivBayesEps1.0,1,0.598849,0.401151,0.094551,0.092771,0.00178,0.399371
try3,ID2624,X11,9,BayesianNet,1,0.701329,0.298671,0.353269,0.36313,-0.00986,0.308531
try3,ID2624,X11,9,IndependentHistogram,1,0.701329,0.298671,0.107467,0.115784,-0.00832,0.306991
try3,ID2624,X11,9,PrivBayesEps1.0,1,0.701329,0.298671,0.09973,0.091346,0.008385,0.290286
try3,ID2624,X13,0,BayesianNet,1,0.730397,0.269603,0.073745,0.077783,-0.00404,0.273643
try3,ID2624,X13,0,IndependentHistogram,1,0.730397,0.269603,0.043659,0.052731,-0.00907,0.278673
try3,ID2624,X13,0,PrivBayesEps1.0,1,0.730397,0.269603,0.084318,0.075855,0.008463,0.26114
try3,ID2624,X13,1,BayesianNet,1,0.605753,0.394247,0.050217,0.054142,-0.00393,0.398177
try3,ID2624,X13,1,IndependentHistogram,1,0.605753,0.394247,0.033407,0.039065,-0.00566,0.399907
try3,ID2624,X13,1,PrivBayesEps1.0,1,0.605753,0.394247,0.091464,0.084207,0.007257,0.38699
try3,ID2624,X13,2,BayesianNet,1,0.599685,0.400315,0.051889,0.03639,0.015499,0.384816
try3,ID2624,X13,2,IndependentHistogram,1,0.599685,0.400315,0.037466,0.040035,-0.00257,0.402885
try3,ID2624,X13,2,PrivBayesEps1.0,1,0.599685,0.400315,0.089074,0.082576,0.006498,0.393817
try3,ID2624,X13,3,BayesianNet,1,0.71233,0.28767,0.355137,0.343326,0.011811,0.275859
try3,ID2624,X13,3,IndependentHistogram,1,0.71233,0.28767,0.032596,0.041407,-0.00881,0.29648
try3,ID2624,X13,3,PrivBayesEps1.0,1,0.71233,0.28767,0.074096,0.073815,0.000281,0.287389
try3,ID2624,X13,4,BayesianNet,1,0.700111,0.299889,0.057486,0.051872,0.005614,0.294275
try3,ID2624,X13,4,IndependentHistogram,1,0.700111,0.299889,0.045087,0.04182,0.003267,0.296622
try3,ID2624,X13,4,PrivBayesEps1.0,1,0.700111,0.299889,0.082098,0.088633,-0.00653,0.306419
try3,ID2624,X13,5,BayesianNet,1,0.637702,0.362298,0.268553,0.26957,-0.00102,0.363318
try3,ID2624,X13,5,IndependentHistogram,1,0.637702,0.362298,0.046866,0.041092,0.005774,0.356524
try3,ID2624,X13,5,PrivBayesEps1.0,1,0.637702,0.362298,0.09012,0.078042,0.012078,0.35022
try3,ID2624,X13,6,BayesianNet,1,0.595306,0.404694,0.085858,0.071906,0.013952,0.390742
try3,ID2624,X13,6,IndependentHistogram,1,0.595306,0.404694,0.046147,0.037611,0.008537,0.396157
try3,ID2624,X13,6,PrivBayesEps1.0,1,0.595306,0.404694,0.093016,0.083024,0.009992,0.394702
try3,ID2624,X13,7,BayesianNet,1,0.530287,0.469713,0.055737,0.045723,0.010014,0.459699
try3,ID2624,X13,7,IndependentHistogram,1,0.530287,0.469713,0.04239,0.042406,-1.60E-05,4.70E-01
try3,ID2624,X13,7,PrivBayesEps1.0,1,0.530287,0.469713,0.089431,0.087431,0.001999,0.467714
try3,ID2624,X13,8,BayesianNet,1,0.698059,0.301941,0.115486,0.101414,0.014072,0.287869
try3,ID2624,X13,8,IndependentHistogram,1,0.698059,0.301941,0.03566,0.038359,-0.0027,0.304641
try3,ID2624,X13,8,PrivBayesEps1.0,1,0.698059,0.301941,0.06862,0.065356,0.003263,0.298678
try3,ID2624,X13,9,BayesianNet,1,0.631852,0.368148,0.361009,0.371289,-0.01028,0.378428
try3,ID2624,X13,9,IndependentHistogram,1,0.631852,0.368148,0.039316,0.037813,0.001503,0.366645
try3,ID2624,X13,9,PrivBayesEps1.0,1,0.631852,0.368148,0.083998,0.082904,0.001094,0.367054
try3,ID2742,X11,0,BayesianNet,1,0.472317,0.527683,0.38867,0.386495,0.002175,0.525508
try3,ID2742,X11,0,IndependentHistogram,1,0.472317,0.527683,0.163979,0.160878,0.003101,0.524582
try3,ID2742,X11,0,PrivBayesEps1.0,1,0.472317,0.527683,0.099597,0.100734,-0.00114,0.528823
try3,ID2742,X11,1,BayesianNet,1,0.398565,0.601435,0.29305,0.283607,0.009442,0.591993
try3,ID2742,X11,1,IndependentHistogram,1,0.398565,0.601435,0.184272,0.181297,0.002975,0.59846
try3,ID2742,X11,1,PrivBayesEps1.0,1,0.398565,0.601435,0.099447,0.102933,-0.00349,0.604925
try3,ID2742,X11,2,BayesianNet,1,0.356554,0.643446,0.287202,0.307323,-0.02012,0.663566
try3,ID2742,X11,2,IndependentHistogram,1,0.356554,0.643446,0.180693,0.183326,-0.00263,0.646076
try3,ID2742,X11,2,PrivBayesEps1.0,1,0.356554,0.643446,0.104934,0.102175,0.00276,0.640686
try3,ID2742,X11,3,BayesianNet,1,0.363368,0.636632,0.378577,0.377345,0.001231,0.635401
try3,ID2742,X11,3,IndependentHistogram,1,0.363368,0.636632,0.172852,0.172607,0.000245,0.636387
try3,ID2742,X11,3,PrivBayesEps1.0,1,0.363368,0.636632,0.097481,0.107986,-0.01051,0.647142
try3,ID2742,X11,4,BayesianNet,1,0.358448,0.641552,0.367472,0.369504,-0.00203,0.643582
try3,ID2742,X11,4,IndependentHistogram,1,0.358448,0.641552,0.166735,0.164316,0.002418,0.639134
try3,ID2742,X11,4,PrivBayesEps1.0,1,0.358448,0.641552,0.092306,0.101115,-0.00881,0.650362
try3,ID2742,X11,5,BayesianNet,1,0.356515,0.643485,0.287439,0.291438,-0.004,0.647485
try3,ID2742,X11,5,IndependentHistogram,1,0.356515,0.643485,0.177297,0.181024,-0.00373,0.647215
try3,ID2742,X11,5,PrivBayesEps1.0,1,0.356515,0.643485,0.093248,0.08981,0.003438,0.640047
try3,ID2742,X11,6,BayesianNet,1,0.404747,0.595253,0.418971,0.415892,0.003079,0.592174
try3,ID2742,X11,6,IndependentHistogram,1,0.404747,0.595253,0.16817,0.167225,0.000945,0.594308
try3,ID2742,X11,6,PrivBayesEps1.0,1,0.404747,0.595253,0.092275,0.10249,-0.01021,0.605463
try3,ID2742,X11,7,BayesianNet,1,0.406341,0.593659,0.580932,0.582491,-0.00156,0.595219
try3,ID2742,X11,7,IndependentHistogram,1,0.406341,0.593659,0.176438,0.166073,0.010365,0.583294
try3,ID2742,X11,7,PrivBayesEps1.0,1,0.406341,0.593659,0.099554,0.100854,-0.0013,0.594959
try3,ID2742,X11,8,BayesianNet,1,0.353254,0.646746,0.414536,0.418911,-0.00438,0.651126
try3,ID2742,X11,8,IndependentHistogram,1,0.353254,0.646746,0.175152,0.173808,0.001344,0.645402
try3,ID2742,X11,8,PrivBayesEps1.0,1,0.353254,0.646746,0.09905,0.103137,-0.00409,0.650836
try3,ID2742,X11,9,BayesianNet,1,0.293536,0.706464,0.352688,0.368625,-0.01594,0.722404
try3,ID2742,X11,9,IndependentHistogram,1,0.293536,0.706464,0.179034,0.179665,-0.00063,0.707094
try3,ID2742,X11,9,PrivBayesEps1.0,1,0.293536,0.706464,0.094627,0.101961,-0.00733,0.713794
try3,ID2742,X13,0,BayesianNet,1,0.189144,0.810856,0.174577,0.174091,0.000486,0.81037
try3,ID2742,X13,0,IndependentHistogram,1,0.189144,0.810856,0.170094,0.177907,-0.00781,0.818666
try3,ID2742,X13,0,PrivBayesEps1.0,1,0.189144,0.810856,0.104996,0.097878,0.007119,0.803737
try3,ID2742,X13,1,BayesianNet,1,0.397276,0.602724,0.230552,0.223197,0.007354,0.59537
try3,ID2742,X13,1,IndependentHistogram,1,0.397276,0.602724,0.191977,0.193472,-0.00149,0.604214
try3,ID2742,X13,1,PrivBayesEps1.0,1,0.397276,0.602724,0.097122,0.103643,-0.00652,0.609244
try3,ID2742,X13,2,BayesianNet,1,0.381276,0.618724,0.215408,0.230715,-0.01531,0.634034
try3,ID2742,X13,2,IndependentHistogram,1,0.381276,0.618724,0.188729,0.198524,-0.0098,0.628524
try3,ID2742,X13,2,PrivBayesEps1.0,1,0.381276,0.618724,0.107006,0.09666,0.010346,0.608378
try3,ID2742,X13,3,BayesianNet,1,0.327784,0.672216,0.312912,0.306644,0.006268,0.665948
try3,ID2742,X13,3,IndependentHistogram,1,0.327784,0.672216,0.191069,0.196187,-0.00512,0.677336
try3,ID2742,X13,3,PrivBayesEps1.0,1,0.327784,0.672216,0.101725,0.106814,-0.00509,0.677306
try3,ID2742,X13,4,BayesianNet,1,0.236634,0.763366,0.200709,0.191389,0.00932,0.754046
try3,ID2742,X13,4,IndependentHistogram,1,0.236634,0.763366,0.183096,0.180435,0.002661,0.760705
try3,ID2742,X13,4,PrivBayesEps1.0,1,0.236634,0.763366,0.092278,0.10211,-0.00983,0.773196
try3,ID2742,X13,5,BayesianNet,1,0.342295,0.657705,0.280438,0.264342,0.016096,0.641609
try3,ID2742,X13,5,IndependentHistogram,1,0.342295,0.657705,0.188313,0.184701,0.003613,0.654092
try3,ID2742,X13,5,PrivBayesEps1.0,1,0.342295,0.657705,0.095109,0.099008,-0.0039,0.661605
try3,ID2742,X13,6,BayesianNet,1,0.321391,0.678609,0.415305,0.413056,0.002249,0.67636
try3,ID2742,X13,6,IndependentHistogram,1,0.321391,0.678609,0.18168,0.17953,0.002149,0.67646
try3,ID2742,X13,6,PrivBayesEps1.0,1,0.321391,0.678609,0.09516,0.100524,-0.00536,0.683969
try3,ID2742,X13,7,BayesianNet,1,0.361667,0.638333,0.433695,0.412672,0.021023,0.61731
try3,ID2742,X13,7,IndependentHistogram,1,0.361667,0.638333,0.192348,0.193183,-0.00084,0.639173
try3,ID2742,X13,7,PrivBayesEps1.0,1,0.361667,0.638333,0.111088,0.098993,0.012094,0.626239
try3,ID2742,X13,8,BayesianNet,1,0.332121,0.667879,0.41726,0.418613,-0.00135,0.669229
try3,ID2742,X13,8,IndependentHistogram,1,0.332121,0.667879,0.191176,0.192176,-0.001,0.668879
try3,ID2742,X13,8,PrivBayesEps1.0,1,0.332121,0.667879,0.104941,0.113003,-0.00806,0.675939
try3,ID2742,X13,9,BayesianNet,1,0.231964,0.768036,0.460648,0.478441,-0.01779,0.785826
try3,ID2742,X13,9,IndependentHistogram,1,0.231964,0.768036,0.187419,0.191608,-0.00419,0.772226
try3,ID2742,X13,9,PrivBayesEps1.0,1,0.231964,0.768036,0.101173,0.101557,-0.00038,0.768416
try3,ID2926,X11,0,BayesianNet,1,0.586064,0.413936,0.164561,0.185414,-0.02085,0.434786
try3,ID2926,X11,0,IndependentHistogram,1,0.586064,0.413936,0.227892,0.232923,-0.00503,0.418966
try3,ID2926,X11,0,PrivBayesEps1.0,1,0.586064,0.413936,0.109021,0.112611,-0.00359,0.417526
try3,ID2926,X11,1,BayesianNet,1,0.463876,0.536124,0.094979,0.086409,0.00857,0.527554
try3,ID2926,X11,1,IndependentHistogram,1,0.463876,0.536124,0.219979,0.222901,-0.00292,0.539044
try3,ID2926,X11,1,PrivBayesEps1.0,1,0.463876,0.536124,0.111323,0.105667,0.005655,0.530469
try3,ID2926,X11,2,BayesianNet,1,0.378769,0.621231,0.072618,0.080759,-0.00814,0.629371
try3,ID2926,X11,2,IndependentHistogram,1,0.378769,0.621231,0.209628,0.211989,-0.00236,0.623591
try3,ID2926,X11,2,PrivBayesEps1.0,1,0.378769,0.621231,0.10854,0.111109,-0.00257,0.623801
try3,ID2926,X11,3,BayesianNet,1,0.469202,0.530798,0.130489,0.128666,0.001823,0.528975
try3,ID2926,X11,3,IndependentHistogram,1,0.469202,0.530798,0.21181,0.212634,-0.00082,0.531618
try3,ID2926,X11,3,PrivBayesEps1.0,1,0.469202,0.530798,0.104725,0.116956,-0.01223,0.543028
