Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,PrivacyAdvantage
0.2,ID143,X11,5,BayesianNet,1,0.661088,0.338912,0.623633,0.62008,0.003554,0.335358
0.2,ID143,X11,5,IndependentHistogram,1,0.661088,0.338912,0.380316,0.378132,0.002184,0.336728
0.2,ID143,X11,5,PrivBayesEps1.0,1,0.661088,0.338912,0.162743,0.165167,-0.00242,0.341332
0.2,ID143,X11,6,BayesianNet,1,0.700883,0.299117,0.650872,0.665786,-0.01491,0.314027
0.2,ID143,X11,6,IndependentHistogram,1,0.700883,0.299117,0.384313,0.388244,-0.00393,0.303047
0.2,ID143,X11,6,PrivBayesEps1.0,1,0.700883,0.299117,0.169914,0.167446,0.002467,0.29665
0.2,ID143,X11,7,BayesianNet,1,0.666066,0.333934,0.621281,0.630229,-0.00895,0.342884
0.2,ID143,X11,7,IndependentHistogram,1,0.666066,0.333934,0.401916,0.401798,0.000118,0.333816
0.2,ID143,X11,7,PrivBayesEps1.0,1,0.666066,0.333934,0.171774,0.182904,-0.01113,0.345064
0.2,ID143,X11,8,BayesianNet,1,0.689411,0.310589,0.637196,0.641828,-0.00463,0.315219
0.2,ID143,X11,8,IndependentHistogram,1,0.689411,0.310589,0.379768,0.372026,0.007741,0.302848
0.2,ID143,X11,8,PrivBayesEps1.0,1,0.689411,0.310589,0.165611,0.176242,-0.01063,0.321219
0.2,ID143,X11,9,BayesianNet,1,0.660862,0.339138,0.617202,0.619985,-0.00278,0.341918
0.2,ID143,X11,9,IndependentHistogram,1,0.660862,0.339138,0.372555,0.372116,0.000439,0.338699
0.2,ID143,X11,9,PrivBayesEps1.0,1,0.660862,0.339138,0.174946,0.171,0.003945,0.335193
0.2,ID143,X13,0,BayesianNet,1,0.643813,0.356187,0.610095,0.615773,-0.00568,0.361867
0.2,ID143,X13,0,IndependentHistogram,1,0.643813,0.356187,0.379326,0.388488,-0.00916,0.365347
0.2,ID143,X13,0,PrivBayesEps1.0,1,0.643813,0.356187,0.178866,0.166284,0.012582,0.343605
0.2,ID143,X13,1,BayesianNet,1,0.638603,0.361397,0.615347,0.628302,-0.01296,0.374357
0.2,ID143,X13,1,IndependentHistogram,1,0.638603,0.361397,0.377164,0.378691,-0.00153,0.362927
0.2,ID143,X13,1,PrivBayesEps1.0,1,0.638603,0.361397,0.16938,0.171537,-0.00216,0.363557
0.2,ID143,X13,2,BayesianNet,1,0.595381,0.404619,0.581892,0.566151,0.015741,0.388878
0.2,ID143,X13,2,IndependentHistogram,1,0.595381,0.404619,0.373618,0.376202,-0.00258,0.407199
0.2,ID143,X13,2,PrivBayesEps1.0,1,0.595381,0.404619,0.181529,0.174691,0.006838,0.397781
0.2,ID143,X13,3,BayesianNet,1,0.602957,0.397043,0.579334,0.580885,-0.00155,0.398593
0.2,ID143,X13,3,IndependentHistogram,1,0.602957,0.397043,0.381079,0.381634,-0.00056,0.397603
0.2,ID143,X13,3,PrivBayesEps1.0,1,0.602957,0.397043,0.17003,0.170295,-0.00027,0.397313
0.2,ID143,X13,4,BayesianNet,1,0.631697,0.368303,0.59804,0.615017,-0.01698,0.385283
0.2,ID143,X13,4,IndependentHistogram,1,0.631697,0.368303,0.378924,0.380159,-0.00124,0.369543
0.2,ID143,X13,4,PrivBayesEps1.0,1,0.631697,0.368303,0.172481,0.177973,-0.00549,0.373793
0.2,ID143,X13,5,BayesianNet,1,0.619362,0.380638,0.55867,0.573802,-0.01513,0.395768
0.2,ID143,X13,5,IndependentHistogram,1,0.619362,0.380638,0.362274,0.370271,-0.008,0.388638
0.2,ID143,X13,5,PrivBayesEps1.0,1,0.619362,0.380638,0.165055,0.163648,0.001406,0.379232
0.2,ID143,X13,6,BayesianNet,1,0.617995,0.382005,0.597475,0.589973,0.007502,0.374503
0.2,ID143,X13,6,IndependentHistogram,1,0.617995,0.382005,0.381923,0.375182,0.006741,0.375264
0.2,ID143,X13,6,PrivBayesEps1.0,1,0.617995,0.382005,0.165854,0.17099,-0.00514,0.387145
0.2,ID143,X13,7,BayesianNet,1,0.630617,0.369383,0.604801,0.618598,-0.0138,0.383183
0.2,ID143,X13,7,IndependentHistogram,1,0.630617,0.369383,0.390428,0.391494,-0.00107,0.370453
0.2,ID143,X13,7,PrivBayesEps1.0,1,0.630617,0.369383,0.162848,0.171097,-0.00825,0.377633
0.2,ID143,X13,8,BayesianNet,1,0.615466,0.384534,0.586496,0.5993,-0.0128,0.397334
0.2,ID143,X13,8,IndependentHistogram,1,0.615466,0.384534,0.389531,0.388771,0.000759,0.383775
0.2,ID143,X13,8,PrivBayesEps1.0,1,0.615466,0.384534,0.168191,0.171548,-0.00336,0.387894
0.2,ID143,X13,9,BayesianNet,1,0.622027,0.377973,0.587784,0.585869,0.001916,0.376057
0.2,ID143,X13,9,IndependentHistogram,1,0.622027,0.377973,0.378262,0.378265,-3.00E-06,3.78E-01
0.2,ID143,X13,9,PrivBayesEps1.0,1,0.622027,0.377973,0.165779,0.164885,0.000894,0.377079
0.2,ID2624,X11,0,BayesianNet,1,0.363175,0.636825,0.373583,0.371721,0.001862,0.634963
0.2,ID2624,X11,0,IndependentHistogram,1,0.363175,0.636825,0.18788,0.194537,-0.00666,0.643485
0.2,ID2624,X11,0,PrivBayesEps1.0,1,0.363175,0.636825,0.162529,0.160398,0.002131,0.634694
0.2,ID2624,X11,1,BayesianNet,1,0.227274,0.772726,0.227113,0.243802,-0.01669,0.789416
0.2,ID2624,X11,1,IndependentHistogram,1,0.227274,0.772726,0.14558,0.153261,-0.00768,0.780406
0.2,ID2624,X11,1,PrivBayesEps1.0,1,0.227274,0.772726,0.152668,0.15471,-0.00204,0.774766
0.2,ID2624,X11,2,BayesianNet,1,0.306948,0.693052,0.313521,0.310462,0.003058,0.689994
0.2,ID2624,X11,2,IndependentHistogram,1,0.306948,0.693052,0.182356,0.169487,0.012869,0.680183
0.2,ID2624,X11,2,PrivBayesEps1.0,1,0.306948,0.693052,0.171211,0.152782,0.018429,0.674623
0.2,ID2624,X11,3,BayesianNet,1,0.28451,0.71549,0.298775,0.306459,-0.00768,0.72317
0.2,ID2624,X11,3,IndependentHistogram,1,0.28451,0.71549,0.172704,0.176006,-0.0033,0.71879
0.2,ID2624,X11,3,PrivBayesEps1.0,1,0.28451,0.71549,0.162572,0.153799,0.008774,0.706716
0.2,ID2624,X11,4,BayesianNet,1,0.337471,0.662529,0.31432,0.330023,-0.0157,0.678229
0.2,ID2624,X11,4,IndependentHistogram,1,0.337471,0.662529,0.190414,0.180114,0.010301,0.652228
0.2,ID2624,X11,4,PrivBayesEps1.0,1,0.337471,0.662529,0.154913,0.156029,-0.00112,0.663649
0.2,ID2624,X11,5,BayesianNet,1,0.260688,0.739312,0.299927,0.2995,0.000426,0.738886
0.2,ID2624,X11,5,IndependentHistogram,1,0.260688,0.739312,0.175772,0.163246,0.012525,0.726787
0.2,ID2624,X11,5,PrivBayesEps1.0,1,0.260688,0.739312,0.159264,0.160593,-0.00133,0.740642
0.2,ID2624,X11,6,BayesianNet,1,0.298314,0.701686,0.317878,0.305751,0.012127,0.689559
0.2,ID2624,X11,6,IndependentHistogram,1,0.298314,0.701686,0.184538,0.168392,0.016146,0.68554
0.2,ID2624,X11,6,PrivBayesEps1.0,1,0.298314,0.701686,0.161166,0.167109,-0.00594,0.707626
0.2,ID2624,X11,7,BayesianNet,1,0.284035,0.715965,0.291422,0.306642,-0.01522,0.731185
0.2,ID2624,X11,7,IndependentHistogram,1,0.284035,0.715965,0.169653,0.176117,-0.00646,0.722425
0.2,ID2624,X11,7,PrivBayesEps1.0,1,0.284035,0.715965,0.163872,0.167333,-0.00346,0.719425
0.2,ID2624,X11,8,BayesianNet,1,0.275065,0.724935,0.312791,0.315606,-0.00282,0.727755
0.2,ID2624,X11,8,IndependentHistogram,1,0.275065,0.724935,0.176441,0.165361,0.01108,0.713855
0.2,ID2624,X11,8,PrivBayesEps1.0,1,0.275065,0.724935,0.154698,0.159218,-0.00452,0.729455
0.2,ID2624,X11,9,BayesianNet,1,0.284796,0.715204,0.316276,0.325373,-0.0091,0.724304
0.2,ID2624,X11,9,IndependentHistogram,1,0.284796,0.715204,0.172605,0.173772,-0.00117,0.716374
0.2,ID2624,X11,9,PrivBayesEps1.0,1,0.284796,0.715204,0.160911,0.16143,-0.00052,0.715724
0.2,ID2624,X13,0,BayesianNet,1,0.622441,0.377559,0.627435,0.622674,0.00476,0.372799
0.2,ID2624,X13,0,IndependentHistogram,1,0.622441,0.377559,0.33443,0.329093,0.005337,0.372222
0.2,ID2624,X13,0,PrivBayesEps1.0,1,0.622441,0.377559,0.158212,0.143808,0.014404,0.363155
0.2,ID2624,X13,1,BayesianNet,1,0.631664,0.368336,0.636345,0.642291,-0.00595,0.374286
0.2,ID2624,X13,1,IndependentHistogram,1,0.631664,0.368336,0.344032,0.338553,0.00548,0.362856
0.2,ID2624,X13,1,PrivBayesEps1.0,1,0.631664,0.368336,0.164124,0.144018,0.020106,0.34823
0.2,ID2624,X13,2,BayesianNet,1,0.607126,0.392874,0.606162,0.588125,0.018037,0.374837
0.2,ID2624,X13,2,IndependentHistogram,1,0.607126,0.392874,0.311479,0.320201,-0.00872,0.401594
0.2,ID2624,X13,2,PrivBayesEps1.0,1,0.607126,0.392874,0.154763,0.1529,0.001862,0.391012
0.2,ID2624,X13,3,BayesianNet,1,0.569922,0.430078,0.609989,0.615416,-0.00543,0.435508
0.2,ID2624,X13,3,IndependentHistogram,1,0.569922,0.430078,0.306133,0.316239,-0.01011,0.440188
0.2,ID2624,X13,3,PrivBayesEps1.0,1,0.569922,0.430078,0.156176,0.148624,0.007552,0.422526
0.2,ID2624,X13,4,BayesianNet,1,0.613324,0.386676,0.618043,0.629156,-0.01111,0.397786
0.2,ID2624,X13,4,IndependentHistogram,1,0.613324,0.386676,0.314174,0.317557,-0.00338,0.390056
0.2,ID2624,X13,4,PrivBayesEps1.0,1,0.613324,0.386676,0.164423,0.159794,0.004629,0.382047
0.2,ID2624,X13,5,BayesianNet,1,0.58654,0.41346,0.592832,0.607775,-0.01494,0.4284
0.2,ID2624,X13,5,IndependentHistogram,1,0.58654,0.41346,0.314895,0.316776,-0.00188,0.41534
0.2,ID2624,X13,5,PrivBayesEps1.0,1,0.58654,0.41346,0.168958,0.148171,0.020787,0.392673
0.2,ID2624,X13,6,BayesianNet,1,0.588736,0.411264,0.61925,0.614005,0.005245,0.406019
0.2,ID2624,X13,6,IndependentHistogram,1,0.588736,0.411264,0.322688,0.32003,0.002658,0.408606
0.2,ID2624,X13,6,PrivBayesEps1.0,1,0.588736,0.411264,0.138167,0.15909,-0.02092,0.432184
0.2,ID2624,X13,7,BayesianNet,1,0.602048,0.397952,0.620563,0.636545,-0.01598,0.413932
0.2,ID2624,X13,7,IndependentHistogram,1,0.602048,0.397952,0.324246,0.323271,0.000975,0.396977
0.2,ID2624,X13,7,PrivBayesEps1.0,1,0.602048,0.397952,0.163359,0.153464,0.009895,0.388057
0.2,ID2624,X13,8,BayesianNet,1,0.559067,0.440933,0.615995,0.615613,0.000381,0.440552
0.2,ID2624,X13,8,IndependentHistogram,1,0.559067,0.440933,0.310496,0.319291,-0.0088,0.449733
0.2,ID2624,X13,8,PrivBayesEps1.0,1,0.559067,0.440933,0.142176,0.15154,-0.00936,0.450293
0.2,ID2624,X13,9,BayesianNet,1,0.567995,0.432005,0.596584,0.601205,-0.00462,0.436625
0.2,ID2624,X13,9,IndependentHistogram,1,0.567995,0.432005,0.320916,0.315187,0.00573,0.426275
0.2,ID2624,X13,9,PrivBayesEps1.0,1,0.567995,0.432005,0.150948,0.148432,0.002516,0.429489
0.2,ID2742,X11,0,BayesianNet,1,0.512974,0.487026,0.581888,0.591076,-0.00919,0.496216
0.2,ID2742,X11,0,IndependentHistogram,1,0.512974,0.487026,0.341809,0.325312,0.016497,0.470529
0.2,ID2742,X11,0,PrivBayesEps1.0,1,0.512974,0.487026,0.157309,0.172799,-0.01549,0.502516
0.2,ID2742,X11,1,BayesianNet,1,0.671814,0.328186,0.654853,0.640048,0.014806,0.31338
0.2,ID2742,X11,1,IndependentHistogram,1,0.671814,0.328186,0.30478,0.309042,-0.00426,0.332446
0.2,ID2742,X11,1,PrivBayesEps1.0,1,0.671814,0.328186,0.168467,0.166692,0.001775,0.326411
0.2,ID2742,X11,2,BayesianNet,1,0.673863,0.326137,0.643253,0.648018,-0.00477,0.330907
0.2,ID2742,X11,2,IndependentHistogram,1,0.673863,0.326137,0.317243,0.317051,0.000192,0.325945
0.2,ID2742,X11,2,PrivBayesEps1.0,1,0.673863,0.326137,0.171822,0.171024,0.000798,0.325339
0.2,ID2742,X11,3,BayesianNet,1,0.586285,0.413715,0.618891,0.620834,-0.00194,0.415655
0.2,ID2742,X11,3,IndependentHistogram,1,0.586285,0.413715,0.31394,0.320068,-0.00613,0.419845
0.2,ID2742,X11,3,PrivBayesEps1.0,1,0.586285,0.413715,0.162045,0.165862,-0.00382,0.417535
0.2,ID2742,X11,4,BayesianNet,1,0.607629,0.392371,0.625747,0.63426,-0.00851,0.400881
0.2,ID2742,X11,4,IndependentHistogram,1,0.607629,0.392371,0.324481,0.324025,0.000456,0.391915
0.2,ID2742,X11,4,PrivBayesEps1.0,1,0.607629,0.392371,0.171772,0.16744,0.004332,0.388039
0.2,ID2742,X11,5,BayesianNet,1,0.563968,0.436032,0.607472,0.618879,-0.01141,0.447442
0.2,ID2742,X11,5,IndependentHistogram,1,0.563968,0.436032,0.310537,0.311338,-0.0008,0.436832
0.2,ID2742,X11,5,PrivBayesEps1.0,1,0.563968,0.436032,0.153622,0.167667,-0.01405,0.450082
0.2,ID2742,X11,6,BayesianNet,1,0.596389,0.403611,0.660866,0.665542,-0.00468,0.408291
0.2,ID2742,X11,6,IndependentHistogram,1,0.596389,0.403611,0.334471,0.320548,0.013924,0.389687
0.2,ID2742,X11,6,PrivBayesEps1.0,1,0.596389,0.403611,0.161885,0.170622,-0.00874,0.412351
0.2,ID2742,X11,7,BayesianNet,1,0.617012,0.382988,0.621783,0.623044,-0.00126,0.384248
0.2,ID2742,X11,7,IndependentHistogram,1,0.617012,0.382988,0.329357,0.336448,-0.00709,0.390078
0.2,ID2742,X11,7,PrivBayesEps1.0,1,0.617012,0.382988,0.171719,0.182739,-0.01102,0.394008
0.2,ID2742,X11,8,BayesianNet,1,0.555541,0.444459,0.633326,0.638961,-0.00564,0.450099
0.2,ID2742,X11,8,IndependentHistogram,1,0.555541,0.444459,0.302209,0.300897,0.001312,0.443147
0.2,ID2742,X11,8,PrivBayesEps1.0,1,0.555541,0.444459,0.171638,0.173709,-0.00207,0.446529
0.2,ID2742,X11,9,BayesianNet,1,0.545826,0.454174,0.598842,0.618066,-0.01922,0.473394
0.2,ID2742,X11,9,IndependentHistogram,1,0.545826,0.454174,0.304207,0.315034,-0.01083,0.465004
0.2,ID2742,X11,9,PrivBayesEps1.0,1,0.545826,0.454174,0.168929,0.171091,-0.00216,0.456334
0.2,ID2742,X13,0,BayesianNet,1,0.027269,0.972731,0.033404,0.036108,-0.0027,0.975431
0.2,ID2742,X13,0,IndependentHistogram,1,0.027269,0.972731,0.114159,0.117161,-0.003,0.975731
0.2,ID2742,X13,0,PrivBayesEps1.0,1,0.027269,0.972731,0.15697,0.159473,-0.0025,0.975231
0.2,ID2742,X13,1,BayesianNet,1,0.029129,0.970871,0.032357,0.029703,0.002654,0.968217
0.2,ID2742,X13,1,IndependentHistogram,1,0.029129,0.970871,0.106334,0.10242,0.003914,0.966957
0.2,ID2742,X13,1,PrivBayesEps1.0,1,0.029129,0.970871,0.143939,0.168897,-0.02496,0.995831
0.2,ID2742,X13,2,BayesianNet,1,0.0422,0.9578,0.056633,0.05643,0.000203,0.957597
0.2,ID2742,X13,2,IndependentHistogram,1,0.0422,0.9578,0.121329,0.117869,0.00346,0.95434
0.2,ID2742,X13,2,PrivBayesEps1.0,1,0.0422,0.9578,0.153723,0.153702,2.14E-05,9.58E-01
0.2,ID2742,X13,3,BayesianNet,1,0.042054,0.957946,0.052752,0.048603,0.004149,0.953797
0.2,ID2742,X13,3,IndependentHistogram,1,0.042054,0.957946,0.132148,0.126723,0.005425,0.952521
0.2,ID2742,X13,3,PrivBayesEps1.0,1,0.042054,0.957946,0.142765,0.160078,-0.01731,0.975256
0.2,ID2742,X13,4,BayesianNet,1,0.033462,0.966538,0.040496,0.041368,-0.00087,0.967408
0.2,ID2742,X13,4,IndependentHistogram,1,0.033462,0.966538,0.124745,0.120797,0.003948,0.96259
0.2,ID2742,X13,4,PrivBayesEps1.0,1,0.033462,0.966538,0.149245,0.157007,-0.00776,0.974298
0.2,ID2742,X13,5,BayesianNet,1,0.034662,0.965338,0.058565,0.052314,0.006252,0.959086
0.2,ID2742,X13,5,IndependentHistogram,1,0.034662,0.965338,0.13112,0.125391,0.005729,0.959609
0.2,ID2742,X13,5,PrivBayesEps1.0,1,0.034662,0.965338,0.155788,0.148667,0.007121,0.958217
0.2,ID2742,X13,6,BayesianNet,1,0.0349,0.9651,0.041999,0.046832,-0.00483,0.96993
0.2,ID2742,X13,6,IndependentHistogram,1,0.0349,0.9651,0.126276,0.124387,0.001889,0.963211
0.2,ID2742,X13,6,PrivBayesEps1.0,1,0.0349,0.9651,0.162388,0.150201,0.012188,0.952912
0.2,ID2742,X13,7,BayesianNet,1,0.034182,0.965818,0.041014,0.037968,0.003046,0.962772
0.2,ID2742,X13,7,IndependentHistogram,1,0.034182,0.965818,0.114455,0.115439,-0.00098,0.966798
0.2,ID2742,X13,7,PrivBayesEps1.0,1,0.034182,0.965818,0.157769,0.153392,0.004377,0.961441
0.2,ID2742,X13,8,BayesianNet,1,0.035565,0.964435,0.055712,0.046054,0.009658,0.954777
0.2,ID2742,X13,8,IndependentHistogram,1,0.035565,0.964435,0.126141,0.121564,0.004577,0.959858
0.2,ID2742,X13,8,PrivBayesEps1.0,1,0.035565,0.964435,0.165382,0.157034,0.008348,0.956087
0.2,ID2742,X13,9,BayesianNet,1,0.035504,0.964496,0.050494,0.050748,-0.00025,0.964746
0.2,ID2742,X13,9,IndependentHistogram,1,0.035504,0.964496,0.122088,0.128476,-0.00639,0.970886
0.2,ID2742,X13,9,PrivBayesEps1.0,1,0.035504,0.964496,0.153598,0.154753,-0.00115,0.965646
0.2,ID2926,X11,0,BayesianNet,1,0.438047,0.561953,0.513653,0.502867,0.010786,0.551167
0.2,ID2926,X11,0,IndependentHistogram,1,0.438047,0.561953,0.359948,0.361731,-0.00178,0.563733
0.2,ID2926,X11,0,PrivBayesEps1.0,1,0.438047,0.561953,0.170347,0.173627,-0.00328,0.565233
0.2,ID2926,X11,1,BayesianNet,1,0.599062,0.400938,0.600484,0.620012,-0.01953,0.420468
0.2,ID2926,X11,1,IndependentHistogram,1,0.599062,0.400938,0.347624,0.355216,-0.00759,0.408528
0.2,ID2926,X11,1,PrivBayesEps1.0,1,0.599062,0.400938,0.167602,0.168934,-0.00133,0.402268
0.2,ID2926,X11,2,BayesianNet,1,0.566616,0.433384,0.586561,0.580583,0.005978,0.427406
