Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,PrivacyAdvantage
sigma=0.2,ID1408,X11,5,PrivBayesEps1.0,1,0.145775,0.854225,0.10057,0.097123,0.003447,0.850778
sigma=0.2,ID1408,X11,6,BayesianNet,1,0.14887,0.85113,0.17589,0.187954,-0.01206,0.86319
sigma=0.2,ID1408,X11,6,IndependentHistogram,1,0.14887,0.85113,0.047873,0.046841,0.001032,0.850098
sigma=0.2,ID1408,X11,6,PrivBayesEps1.0,1,0.14887,0.85113,0.088029,0.087551,0.000478,0.850652
sigma=0.2,ID1408,X11,7,BayesianNet,1,0.150162,0.849838,0.167731,0.166347,0.001384,0.848454
sigma=0.2,ID1408,X11,7,IndependentHistogram,1,0.150162,0.849838,0.040112,0.044108,-0.004,0.853838
sigma=0.2,ID1408,X11,7,PrivBayesEps1.0,1,0.150162,0.849838,0.078399,0.078241,0.000158,0.84968
sigma=0.2,ID1408,X11,8,BayesianNet,1,0.140455,0.859545,0.150009,0.161019,-0.01101,0.870555
sigma=0.2,ID1408,X11,8,IndependentHistogram,1,0.140455,0.859545,0.037878,0.037319,0.000559,0.858986
sigma=0.2,ID1408,X11,8,PrivBayesEps1.0,1,0.140455,0.859545,0.086949,0.085088,0.001861,0.857684
sigma=0.2,ID1408,X11,9,BayesianNet,1,0.191579,0.808421,0.20335,0.206334,-0.00298,0.811401
sigma=0.2,ID1408,X11,9,IndependentHistogram,1,0.191579,0.808421,0.050396,0.048827,0.00157,0.806851
sigma=0.2,ID1408,X11,9,PrivBayesEps1.0,1,0.191579,0.808421,0.086241,0.085602,0.000639,0.807782
sigma=0.2,ID1408,X13,0,BayesianNet,1,0.355734,0.644266,0.354557,0.360864,-0.00631,0.650576
sigma=0.2,ID1408,X13,0,IndependentHistogram,1,0.355734,0.644266,0.095549,0.102034,-0.00648,0.650746
sigma=0.2,ID1408,X13,0,PrivBayesEps1.0,1,0.355734,0.644266,0.105395,0.106979,-0.00158,0.645846
sigma=0.2,ID1408,X13,1,BayesianNet,1,0.297724,0.702276,0.337977,0.335347,0.00263,0.699646
sigma=0.2,ID1408,X13,1,IndependentHistogram,1,0.297724,0.702276,0.119879,0.112451,0.007428,0.694848
sigma=0.2,ID1408,X13,1,PrivBayesEps1.0,1,0.297724,0.702276,0.101731,0.115879,-0.01415,0.716426
sigma=0.2,ID1408,X13,2,BayesianNet,1,0.331284,0.668716,0.341844,0.348906,-0.00706,0.675776
sigma=0.2,ID1408,X13,2,IndependentHistogram,1,0.331284,0.668716,0.108923,0.106693,0.00223,0.666486
sigma=0.2,ID1408,X13,2,PrivBayesEps1.0,1,0.331284,0.668716,0.098449,0.109871,-0.01142,0.680136
sigma=0.2,ID1408,X13,3,BayesianNet,1,0.359129,0.640871,0.366352,0.365163,0.00119,0.639681
sigma=0.2,ID1408,X13,3,IndependentHistogram,1,0.359129,0.640871,0.109428,0.106744,0.002683,0.638188
sigma=0.2,ID1408,X13,3,PrivBayesEps1.0,1,0.359129,0.640871,0.104887,0.112793,-0.00791,0.648781
sigma=0.2,ID1408,X13,4,BayesianNet,1,0.374076,0.625924,0.384882,0.379839,0.005043,0.620881
sigma=0.2,ID1408,X13,4,IndependentHistogram,1,0.374076,0.625924,0.100588,0.10151,-0.00092,0.626844
sigma=0.2,ID1408,X13,4,PrivBayesEps1.0,1,0.374076,0.625924,0.098461,0.107245,-0.00878,0.634704
sigma=0.2,ID1408,X13,5,BayesianNet,1,0.342183,0.657817,0.359953,0.365538,-0.00559,0.663407
sigma=0.2,ID1408,X13,5,IndependentHistogram,1,0.342183,0.657817,0.105126,0.10776,-0.00263,0.660447
sigma=0.2,ID1408,X13,5,PrivBayesEps1.0,1,0.342183,0.657817,0.111367,0.107991,0.003377,0.65444
sigma=0.2,ID1408,X13,6,BayesianNet,1,0.283056,0.716944,0.329128,0.326996,0.002132,0.714812
sigma=0.2,ID1408,X13,6,IndependentHistogram,1,0.283056,0.716944,0.113899,0.114449,-0.00055,0.717494
sigma=0.2,ID1408,X13,6,PrivBayesEps1.0,1,0.283056,0.716944,0.104249,0.096705,0.007544,0.7094
sigma=0.2,ID1408,X13,7,BayesianNet,1,0.360993,0.639007,0.369132,0.352731,0.016401,0.622606
sigma=0.2,ID1408,X13,7,IndependentHistogram,1,0.360993,0.639007,0.099382,0.098161,0.001221,0.637786
sigma=0.2,ID1408,X13,7,PrivBayesEps1.0,1,0.360993,0.639007,0.105629,0.098424,0.007205,0.631802
sigma=0.2,ID1408,X13,8,BayesianNet,1,0.355532,0.644468,0.364547,0.373472,-0.00893,0.653398
sigma=0.2,ID1408,X13,8,IndependentHistogram,1,0.355532,0.644468,0.096802,0.091751,0.005051,0.639417
sigma=0.2,ID1408,X13,8,PrivBayesEps1.0,1,0.355532,0.644468,0.08872,0.105931,-0.01721,0.661678
sigma=0.2,ID1408,X13,9,BayesianNet,1,0.346373,0.653627,0.373505,0.357565,0.01594,0.637687
sigma=0.2,ID1408,X13,9,IndependentHistogram,1,0.346373,0.653627,0.119679,0.117569,0.00211,0.651517
sigma=0.2,ID1408,X13,9,PrivBayesEps1.0,1,0.346373,0.653627,0.111034,0.103458,0.007576,0.646051
sigma=0.2,ID143,X11,0,BayesianNet,1,0.113291,0.886709,0.147123,0.149068,-0.00195,0.888659
sigma=0.2,ID143,X11,0,IndependentHistogram,1,0.113291,0.886709,0.190105,0.185399,0.004706,0.882003
sigma=0.2,ID143,X11,0,PrivBayesEps1.0,1,0.113291,0.886709,0.121637,0.117868,0.003769,0.88294
sigma=0.2,ID143,X11,1,BayesianNet,1,0.108456,0.891544,0.144538,0.134744,0.009794,0.88175
sigma=0.2,ID143,X11,1,IndependentHistogram,1,0.108456,0.891544,0.192758,0.197434,-0.00468,0.896224
sigma=0.2,ID143,X11,1,PrivBayesEps1.0,1,0.108456,0.891544,0.117401,0.111786,0.005615,0.885929
sigma=0.2,ID143,X11,2,BayesianNet,1,0.086908,0.913092,0.151171,0.14408,0.007091,0.906001
sigma=0.2,ID143,X11,2,IndependentHistogram,1,0.086908,0.913092,0.1867,0.181618,0.005082,0.90801
sigma=0.2,ID143,X11,2,PrivBayesEps1.0,1,0.086908,0.913092,0.118354,0.111404,0.00695,0.906142
sigma=0.2,ID143,X11,3,BayesianNet,1,0.118734,0.881266,0.133004,0.137837,-0.00483,0.886096
sigma=0.2,ID143,X11,3,IndependentHistogram,1,0.118734,0.881266,0.183125,0.190855,-0.00773,0.888996
sigma=0.2,ID143,X11,3,PrivBayesEps1.0,1,0.118734,0.881266,0.115277,0.110367,0.00491,0.876356
sigma=0.2,ID143,X11,4,BayesianNet,1,0.104641,0.895359,0.155625,0.148688,0.006938,0.888421
sigma=0.2,ID143,X11,4,IndependentHistogram,1,0.104641,0.895359,0.190444,0.188073,0.002371,0.892988
sigma=0.2,ID143,X11,4,PrivBayesEps1.0,1,0.104641,0.895359,0.114348,0.112312,0.002037,0.893322
sigma=0.2,ID143,X11,5,BayesianNet,1,0.07171,0.92829,0.104511,0.108867,-0.00436,0.93265
sigma=0.2,ID143,X11,5,IndependentHistogram,1,0.07171,0.92829,0.174102,0.176905,-0.0028,0.93109
sigma=0.2,ID143,X11,5,PrivBayesEps1.0,1,0.07171,0.92829,0.120679,0.114105,0.006575,0.921715
sigma=0.2,ID143,X11,6,BayesianNet,1,0.093518,0.906482,0.166787,0.168353,-0.00157,0.908052
sigma=0.2,ID143,X11,6,IndependentHistogram,1,0.093518,0.906482,0.182092,0.186842,-0.00475,0.911232
sigma=0.2,ID143,X11,6,PrivBayesEps1.0,1,0.093518,0.906482,0.120214,0.116991,0.003222,0.90326
sigma=0.2,ID143,X11,7,BayesianNet,1,0.077532,0.922468,0.131249,0.130044,0.001205,0.921263
sigma=0.2,ID143,X11,7,IndependentHistogram,1,0.077532,0.922468,0.177995,0.180934,-0.00294,0.925408
sigma=0.2,ID143,X11,7,PrivBayesEps1.0,1,0.077532,0.922468,0.111393,0.115388,-0.004,0.926468
sigma=0.2,ID143,X11,8,BayesianNet,1,0.088108,0.911892,0.129094,0.133823,-0.00473,0.916622
sigma=0.2,ID143,X11,8,IndependentHistogram,1,0.088108,0.911892,0.184209,0.18305,0.001159,0.910733
sigma=0.2,ID143,X11,8,PrivBayesEps1.0,1,0.088108,0.911892,0.110105,0.114798,-0.00469,0.916582
sigma=0.2,ID143,X11,9,BayesianNet,1,0.099516,0.900484,0.094022,0.116662,-0.02264,0.923124
sigma=0.2,ID143,X11,9,IndependentHistogram,1,0.099516,0.900484,0.18434,0.18219,0.00215,0.898334
sigma=0.2,ID143,X11,9,PrivBayesEps1.0,1,0.099516,0.900484,0.118608,0.116292,0.002316,0.898168
sigma=0.2,ID143,X13,0,BayesianNet,1,0.150501,0.849499,0.190843,0.195158,-0.00432,0.853819
sigma=0.2,ID143,X13,0,IndependentHistogram,1,0.150501,0.849499,0.224979,0.227662,-0.00268,0.852179
sigma=0.2,ID143,X13,0,PrivBayesEps1.0,1,0.150501,0.849499,0.119132,0.11045,0.008682,0.840817
sigma=0.2,ID143,X13,1,BayesianNet,1,0.092101,0.907899,0.114893,0.11888,-0.00399,0.911889
sigma=0.2,ID143,X13,1,IndependentHistogram,1,0.092101,0.907899,0.218369,0.217516,0.000853,0.907046
sigma=0.2,ID143,X13,1,PrivBayesEps1.0,1,0.092101,0.907899,0.109433,0.114099,-0.00467,0.912569
sigma=0.2,ID143,X13,2,BayesianNet,1,0.08624,0.91376,0.145768,0.156215,-0.01045,0.92421
sigma=0.2,ID143,X13,2,IndependentHistogram,1,0.08624,0.91376,0.218293,0.2222,-0.00391,0.91767
sigma=0.2,ID143,X13,2,PrivBayesEps1.0,1,0.08624,0.91376,0.109958,0.114175,-0.00422,0.91798
sigma=0.2,ID143,X13,3,BayesianNet,1,0.127493,0.872507,0.142588,0.139187,0.003401,0.869106
sigma=0.2,ID143,X13,3,IndependentHistogram,1,0.127493,0.872507,0.232069,0.229507,0.002561,0.869946
sigma=0.2,ID143,X13,3,PrivBayesEps1.0,1,0.127493,0.872507,0.11047,0.110834,-0.00036,0.872867
sigma=0.2,ID143,X13,4,BayesianNet,1,0.107446,0.892554,0.150494,0.142183,0.008311,0.884243
sigma=0.2,ID143,X13,4,IndependentHistogram,1,0.107446,0.892554,0.229031,0.231179,-0.00215,0.894704
sigma=0.2,ID143,X13,4,PrivBayesEps1.0,1,0.107446,0.892554,0.111949,0.120089,-0.00814,0.900694
sigma=0.2,ID143,X13,5,BayesianNet,1,0.097093,0.902907,0.124757,0.123277,0.00148,0.901427
sigma=0.2,ID143,X13,5,IndependentHistogram,1,0.097093,0.902907,0.215507,0.221265,-0.00576,0.908667
sigma=0.2,ID143,X13,5,PrivBayesEps1.0,1,0.097093,0.902907,0.10757,0.110965,-0.0034,0.906307
sigma=0.2,ID143,X13,6,BayesianNet,1,0.082779,0.917221,0.158185,0.153951,0.004234,0.912987
sigma=0.2,ID143,X13,6,IndependentHistogram,1,0.082779,0.917221,0.213763,0.21581,-0.00205,0.919271
sigma=0.2,ID143,X13,6,PrivBayesEps1.0,1,0.082779,0.917221,0.112826,0.11465,-0.00182,0.919041
sigma=0.2,ID143,X13,7,BayesianNet,1,0.108987,0.891013,0.164517,0.150249,0.014268,0.876745
sigma=0.2,ID143,X13,7,IndependentHistogram,1,0.108987,0.891013,0.222917,0.226808,-0.00389,0.894903
sigma=0.2,ID143,X13,7,PrivBayesEps1.0,1,0.108987,0.891013,0.10671,0.112772,-0.00606,0.897073
sigma=0.2,ID143,X13,8,BayesianNet,1,0.118166,0.881834,0.178611,0.178095,0.000516,0.881318
sigma=0.2,ID143,X13,8,IndependentHistogram,1,0.118166,0.881834,0.231508,0.233597,-0.00209,0.883924
sigma=0.2,ID143,X13,8,PrivBayesEps1.0,1,0.118166,0.881834,0.115775,0.112107,0.003668,0.878166
sigma=0.2,ID143,X13,9,BayesianNet,1,0.101268,0.898732,0.119271,0.114813,0.004459,0.894273
sigma=0.2,ID143,X13,9,IndependentHistogram,1,0.101268,0.898732,0.223375,0.224835,-0.00146,0.900192
sigma=0.2,ID143,X13,9,PrivBayesEps1.0,1,0.101268,0.898732,0.112417,0.111521,0.000896,0.897836
sigma=0.2,ID2624,X11,0,BayesianNet,1,0.304254,0.695746,0.274848,0.271281,0.003567,0.692179
sigma=0.2,ID2624,X11,0,IndependentHistogram,1,0.304254,0.695746,0.22787,0.226937,0.000933,0.694813
sigma=0.2,ID2624,X11,0,PrivBayesEps1.0,1,0.304254,0.695746,0.118652,0.115033,0.003619,0.692127
sigma=0.2,ID2624,X11,1,BayesianNet,1,0.342043,0.657957,0.306554,0.311483,-0.00493,0.662887
sigma=0.2,ID2624,X11,1,IndependentHistogram,1,0.342043,0.657957,0.235035,0.230289,0.004746,0.653211
sigma=0.2,ID2624,X11,1,PrivBayesEps1.0,1,0.342043,0.657957,0.113457,0.115202,-0.00175,0.659707
sigma=0.2,ID2624,X11,2,BayesianNet,1,0.313388,0.686612,0.283481,0.286879,-0.0034,0.690012
sigma=0.2,ID2624,X11,2,IndependentHistogram,1,0.313388,0.686612,0.226928,0.230485,-0.00356,0.690172
sigma=0.2,ID2624,X11,2,PrivBayesEps1.0,1,0.313388,0.686612,0.117243,0.116555,0.000688,0.685924
sigma=0.2,ID2624,X11,3,BayesianNet,1,0.307712,0.692288,0.282869,0.274436,0.008433,0.683855
sigma=0.2,ID2624,X11,3,IndependentHistogram,1,0.307712,0.692288,0.232078,0.233108,-0.00103,0.693318
sigma=0.2,ID2624,X11,3,PrivBayesEps1.0,1,0.307712,0.692288,0.117874,0.116276,0.001598,0.69069
sigma=0.2,ID2624,X11,4,BayesianNet,1,0.317999,0.682001,0.267547,0.285645,-0.0181,0.700101
sigma=0.2,ID2624,X11,4,IndependentHistogram,1,0.317999,0.682001,0.224838,0.230864,-0.00603,0.688031
sigma=0.2,ID2624,X11,4,PrivBayesEps1.0,1,0.317999,0.682001,0.111023,0.112916,-0.00189,0.683891
sigma=0.2,ID2624,X11,5,BayesianNet,1,0.282278,0.717722,0.244554,0.229915,0.014639,0.703083
sigma=0.2,ID2624,X11,5,IndependentHistogram,1,0.282278,0.717722,0.223616,0.224825,-0.00121,0.718932
sigma=0.2,ID2624,X11,5,PrivBayesEps1.0,1,0.282278,0.717722,0.121412,0.11384,0.007572,0.71015
sigma=0.2,ID2624,X11,6,BayesianNet,1,0.352969,0.647031,0.298868,0.297489,0.001378,0.645653
sigma=0.2,ID2624,X11,6,IndependentHistogram,1,0.352969,0.647031,0.220717,0.228072,-0.00736,0.654391
sigma=0.2,ID2624,X11,6,PrivBayesEps1.0,1,0.352969,0.647031,0.114614,0.108731,0.005884,0.641147
sigma=0.2,ID2624,X11,7,BayesianNet,1,0.29385,0.70615,0.255719,0.267366,-0.01165,0.7178
sigma=0.2,ID2624,X11,7,IndependentHistogram,1,0.29385,0.70615,0.228078,0.228716,-0.00064,0.70679
sigma=0.2,ID2624,X11,7,PrivBayesEps1.0,1,0.29385,0.70615,0.119083,0.122276,-0.00319,0.70934
sigma=0.2,ID2624,X11,8,BayesianNet,1,0.305034,0.694966,0.271579,0.270759,0.00082,0.694146
sigma=0.2,ID2624,X11,8,IndependentHistogram,1,0.305034,0.694966,0.238991,0.238448,0.000543,0.694423
sigma=0.2,ID2624,X11,8,PrivBayesEps1.0,1,0.305034,0.694966,0.116924,0.114874,0.00205,0.692916
sigma=0.2,ID2624,X11,9,BayesianNet,1,0.290589,0.709411,0.274397,0.279688,-0.00529,0.714701
sigma=0.2,ID2624,X11,9,IndependentHistogram,1,0.290589,0.709411,0.221722,0.226994,-0.00527,0.714681
sigma=0.2,ID2624,X11,9,PrivBayesEps1.0,1,0.290589,0.709411,0.11304,0.113722,-0.00068,0.710091
sigma=0.2,ID2624,X13,0,BayesianNet,1,0.219126,0.780874,0.189159,0.208343,-0.01918,0.800054
sigma=0.2,ID2624,X13,0,IndependentHistogram,1,0.219126,0.780874,0.169086,0.164731,0.004356,0.776518
sigma=0.2,ID2624,X13,0,PrivBayesEps1.0,1,0.219126,0.780874,0.100513,0.094985,0.005528,0.775346
sigma=0.2,ID2624,X13,1,BayesianNet,1,0.192586,0.807414,0.147345,0.143209,0.004136,0.803278
sigma=0.2,ID2624,X13,1,IndependentHistogram,1,0.192586,0.807414,0.152043,0.150735,0.001308,0.806106
sigma=0.2,ID2624,X13,1,PrivBayesEps1.0,1,0.192586,0.807414,0.109484,0.094756,0.014728,0.792686
sigma=0.2,ID2624,X13,2,BayesianNet,1,0.193214,0.806786,0.171205,0.185567,-0.01436,0.821146
sigma=0.2,ID2624,X13,2,IndependentHistogram,1,0.193214,0.806786,0.154659,0.158803,-0.00414,0.810926
sigma=0.2,ID2624,X13,2,PrivBayesEps1.0,1,0.193214,0.806786,0.101978,0.104537,-0.00256,0.809346
sigma=0.2,ID2624,X13,3,BayesianNet,1,0.200376,0.799624,0.157775,0.160265,-0.00249,0.802114
sigma=0.2,ID2624,X13,3,IndependentHistogram,1,0.200376,0.799624,0.155219,0.161973,-0.00675,0.806374
sigma=0.2,ID2624,X13,3,PrivBayesEps1.0,1,0.200376,0.799624,0.097536,0.096835,0.000701,0.798923
sigma=0.2,ID2624,X13,4,BayesianNet,1,0.198436,0.801564,0.170078,0.160579,0.009499,0.792065
sigma=0.2,ID2624,X13,4,IndependentHistogram,1,0.198436,0.801564,0.159691,0.15995,-0.00026,0.801824
sigma=0.2,ID2624,X13,4,PrivBayesEps1.0,1,0.198436,0.801564,0.105909,0.104404,0.001504,0.80006
sigma=0.2,ID2624,X13,5,BayesianNet,1,0.197807,0.802193,0.163263,0.154483,0.008781,0.793412
sigma=0.2,ID2624,X13,5,IndependentHistogram,1,0.197807,0.802193,0.159247,0.163774,-0.00453,0.806723
sigma=0.2,ID2624,X13,5,PrivBayesEps1.0,1,0.197807,0.802193,0.105861,0.101348,0.004512,0.797681
sigma=0.2,ID2624,X13,6,BayesianNet,1,0.205097,0.794903,0.162301,0.149882,0.012419,0.782484
sigma=0.2,ID2624,X13,6,IndependentHistogram,1,0.205097,0.794903,0.153132,0.1555,-0.00237,0.797273
sigma=0.2,ID2624,X13,6,PrivBayesEps1.0,1,0.205097,0.794903,0.090049,0.100578,-0.01053,0.805433
sigma=0.2,ID2624,X13,7,BayesianNet,1,0.211965,0.788035,0.192562,0.180576,0.011987,0.776048
sigma=0.2,ID2624,X13,7,IndependentHistogram,1,0.211965,0.788035,0.163129,0.163805,-0.00068,0.788715
sigma=0.2,ID2624,X13,7,PrivBayesEps1.0,1,0.211965,0.788035,0.10123,0.099436,0.001794,0.786241
sigma=0.2,ID2624,X13,8,BayesianNet,1,0.220697,0.779303,0.175706,0.176561,-0.00086,0.780163
sigma=0.2,ID2624,X13,8,IndependentHistogram,1,0.220697,0.779303,0.16264,0.164069,-0.00143,0.780733
sigma=0.2,ID2624,X13,8,PrivBayesEps1.0,1,0.220697,0.779303,0.090257,0.098214,-0.00796,0.787263
sigma=0.2,ID2624,X13,9,BayesianNet,1,0.156057,0.843943,0.140577,0.12943,0.011147,0.832796
sigma=0.2,ID2624,X13,9,IndependentHistogram,1,0.156057,0.843943,0.15074,0.155114,-0.00437,0.848313
sigma=0.2,ID2624,X13,9,PrivBayesEps1.0,1,0.156057,0.843943,0.103239,0.094689,0.00855,0.835393
sigma=0.2,ID2742,X11,0,BayesianNet,1,0.057062,0.942938,0.090128,0.07928,0.010847,0.932091
sigma=0.2,ID2742,X11,0,IndependentHistogram,1,0.057062,0.942938,0.178817,0.18043,-0.00161,0.944548
sigma=0.2,ID2742,X11,0,PrivBayesEps1.0,1,0.057062,0.942938,0.122579,0.11727,0.005309,0.937629
sigma=0.2,ID2742,X11,1,BayesianNet,1,0.049446,0.950554,0.070819,0.070535,0.000284,0.95027
sigma=0.2,ID2742,X11,1,IndependentHistogram,1,0.049446,0.950554,0.186004,0.191554,-0.00555,0.956104
sigma=0.2,ID2742,X11,1,PrivBayesEps1.0,1,0.049446,0.950554,0.11063,0.110694,-6.40E-05,9.51E-01
sigma=0.2,ID2742,X11,2,BayesianNet,1,0.037873,0.962127,0.071752,0.070056,0.001695,0.960432
sigma=0.2,ID2742,X11,2,IndependentHistogram,1,0.037873,0.962127,0.178967,0.176414,0.002553,0.959574
sigma=0.2,ID2742,X11,2,PrivBayesEps1.0,1,0.037873,0.962127,0.115012,0.109707,0.005305,0.956822
sigma=0.2,ID2742,X11,3,BayesianNet,1,0.053315,0.946685,0.067822,0.070908,-0.00309,0.949775
sigma=0.2,ID2742,X11,3,IndependentHistogram,1,0.053315,0.946685,0.183021,0.185232,-0.00221,0.948895
sigma=0.2,ID2742,X11,3,PrivBayesEps1.0,1,0.053315,0.946685,0.111617,0.108852,0.002765,0.94392
sigma=0.2,ID2742,X11,4,BayesianNet,1,0.048191,0.951809,0.082702,0.077031,0.005671,0.946138
sigma=0.2,ID2742,X11,4,IndependentHistogram,1,0.048191,0.951809,0.18481,0.183227,0.001583,0.950226
sigma=0.2,ID2742,X11,4,PrivBayesEps1.0,1,0.048191,0.951809,0.115668,0.111787,0.003881,0.947928
sigma=0.2,ID2742,X11,5,BayesianNet,1,0.027219,0.972781,0.048351,0.046275,0.002076,0.970705
sigma=0.2,ID2742,X11,5,IndependentHistogram,1,0.027219,0.972781,0.166968,0.171659,-0.00469,0.977471
sigma=0.2,ID2742,X11,5,PrivBayesEps1.0,1,0.027219,0.972781,0.115296,0.113194,0.002101,0.97068
sigma=0.2,ID2742,X11,6,BayesianNet,1,0.044192,0.955808,0.084287,0.089899,-0.00561,0.961418
sigma=0.2,ID2742,X11,6,IndependentHistogram,1,0.044192,0.955808,0.188462,0.181728,0.006735,0.949073
sigma=0.2,ID2742,X11,6,PrivBayesEps1.0,1,0.044192,0.955808,0.107291,0.116872,-0.00958,0.965388
sigma=0.2,ID2742,X11,7,BayesianNet,1,0.033472,0.966528,0.063156,0.061254,0.001902,0.964626
sigma=0.2,ID2742,X11,7,IndependentHistogram,1,0.033472,0.966528,0.177707,0.175347,0.002361,0.964167
sigma=0.2,ID2742,X11,7,PrivBayesEps1.0,1,0.033472,0.966528,0.113973,0.11513,-0.00116,0.967688
sigma=0.2,ID2742,X11,8,BayesianNet,1,0.039542,0.960458,0.070175,0.06483,0.005345,0.955113
sigma=0.2,ID2742,X11,8,IndependentHistogram,1,0.039542,0.960458,0.180412,0.177614,0.002798,0.95766
sigma=0.2,ID2742,X11,8,PrivBayesEps1.0,1,0.039542,0.960458,0.113797,0.114258,-0.00046,0.960918
sigma=0.2,ID2742,X11,9,BayesianNet,1,0.042565,0.957435,0.04957,0.054851,-0.00528,0.962715
sigma=0.2,ID2742,X11,9,IndependentHistogram,1,0.042565,0.957435,0.178256,0.17711,0.001146,0.956289
sigma=0.2,ID2742,X11,9,PrivBayesEps1.0,1,0.042565,0.957435,0.114408,0.115994,-0.00159,0.959025
sigma=0.2,ID2742,X13,0,BayesianNet,1,0.06528,0.93472,0.087938,0.093122,-0.00518,0.9399
sigma=0.2,ID2742,X13,0,IndependentHistogram,1,0.06528,0.93472,0.201313,0.205067,-0.00375,0.93847
sigma=0.2,ID2742,X13,0,PrivBayesEps1.0,1,0.06528,0.93472,0.103103,0.103807,-0.0007,0.93542
sigma=0.2,ID2742,X13,1,BayesianNet,1,0.031043,0.968957,0.047612,0.046971,0.000641,0.968316
sigma=0.2,ID2742,X13,1,IndependentHistogram,1,0.031043,0.968957,0.188007,0.189521,-0.00151,0.970467
sigma=0.2,ID2742,X13,1,PrivBayesEps1.0,1,0.031043,0.968957,0.105021,0.105693,-0.00067,0.969627
sigma=0.2,ID2742,X13,2,BayesianNet,1,0.029903,0.970097,0.059304,0.064257,-0.00495,0.975047
sigma=0.2,ID2742,X13,2,IndependentHistogram,1,0.029903,0.970097,0.197312,0.197626,-0.00031,0.970407
sigma=0.2,ID2742,X13,2,PrivBayesEps1.0,1,0.029903,0.970097,0.110826,0.107997,0.002829,0.967268
sigma=0.2,ID2742,X13,3,BayesianNet,1,0.045325,0.954675,0.056701,0.058065,-0.00136,0.956035
sigma=0.2,ID2742,X13,3,IndependentHistogram,1,0.045325,0.954675,0.200004,0.201407,-0.0014,0.956075
sigma=0.2,ID2742,X13,3,PrivBayesEps1.0,1,0.045325,0.954675,0.111322,0.103398,0.007924,0.946751
sigma=0.2,ID2742,X13,4,BayesianNet,1,0.038341,0.961659,0.057384,0.057737,-0.00035,0.962009
sigma=0.2,ID2742,X13,4,IndependentHistogram,1,0.038341,0.961659,0.203373,0.202207,0.001166,0.960493
sigma=0.2,ID2742,X13,4,PrivBayesEps1.0,1,0.038341,0.961659,0.103955,0.113835,-0.00988,0.971539
sigma=0.2,ID2742,X13,5,BayesianNet,1,0.032015,0.967985,0.048612,0.045806,0.002806,0.965179
sigma=0.2,ID2742,X13,5,IndependentHistogram,1,0.032015,0.967985,0.197379,0.199547,-0.00217,0.970155
sigma=0.2,ID2742,X13,5,PrivBayesEps1.0,1,0.032015,0.967985,0.111238,0.105193,0.006046,0.961939
sigma=0.2,ID2742,X13,6,BayesianNet,1,0.029738,0.970262,0.066349,0.065405,0.000944,0.969318
sigma=0.2,ID2742,X13,6,IndependentHistogram,1,0.029738,0.970262,0.191317,0.191736,-0.00042,0.970682
sigma=0.2,ID2742,X13,6,PrivBayesEps1.0,1,0.029738,0.970262,0.105411,0.110173,-0.00476,0.975022
